xor,data,run,acc,time,ok
8,10000000,1,49.97%,595,0
8,10000000,2,99.21%,604,1
8,10000000,3,50.03%,605,0
8,10000000,4,49.99%,585,0
8,10000000,5,50.02%,586,0
8,10000000,6,99.20%,600,1
8,10000000,7,99.36%,585,1
8,10000000,8,99.36%,596,1
8,10000000,9,99.26%,589,1
8,10000000,10,99.31%,588,1
