xor,data,run,acc,time,ok
8,8000000,1,99.62%,1687,1
8,8000000,2,50.05%,556,0
8,8000000,3,99.62%,1740,1
8,8000000,4,99.66%,1691,1
8,8000000,5,99.63%,1794,1
